股票名字,今日开盘价,昨日收盘价,当前价格,今日最高价,今日最低价,竞买价,竞卖价,成交的股票数,成交金额,买一n,买一p,买二n,买二p,买三n,买三p,买四n,买四p,买五n,买五p,卖一n,卖一p,卖二n,卖二p,"卖三n,",卖三p,卖四n,卖四p,卖五n,卖五p,日期,时间
1',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
